fold,method,macro_f1,weighted_f1,accuracy,log_loss,brier_score,ece,roc_auc_macro_ovr,recall_normal,precision_normal,f1_normal,recall_analysis,precision_analysis,f1_analysis,recall_backdoor,precision_backdoor,f1_backdoor,recall_dos,precision_dos,f1_dos,recall_exploits,precision_exploits,f1_exploits,recall_fuzzers,precision_fuzzers,f1_fuzzers,recall_generic,precision_generic,f1_generic,recall_reconnaissance,precision_reconnaissance,f1_reconnaissance,recall_shellcode,precision_shellcode,f1_shellcode,recall_worms,precision_worms,f1_worms
1,base_knn,0.513049,0.851287,0.853039,2.157067,0.020102,0.039136,0.850641,0.970135,0.942002,0.955862,0.139706,0.095477,0.113433,0.034188,0.125,0.053691,0.482885,0.445321,0.463343,0.686433,0.659473,0.672683,0.570132,0.710175,0.632494,0.971126,0.990543,0.980738,0.776824,0.805638,0.790969,0.28,0.355932,0.313433,0.111111,0.25,0.153846
1,cal_knn,0.488956,0.852255,0.858869,0.482404,0.019424,0.045713,0.945859,0.974595,0.936259,0.955042,0.051471,1.0,0.097902,0.008547,1.0,0.016949,0.469438,0.439359,0.453901,0.753819,0.624256,0.682947,0.541254,0.794189,0.643768,0.970331,0.99538,0.982696,0.751073,0.825472,0.786517,0.226667,0.333333,0.269841,0.0,0.0,0.0
2,p_weighted,0.611783,0.882876,0.886129,0.306951,0.014697,0.033207,0.979658,0.987432,0.966534,0.976872,0.051852,0.875,0.097902,0.025641,0.75,0.049587,0.58802,0.45679,0.514164,0.752022,0.668263,0.707673,0.66859,0.874865,0.757944,0.981717,0.99383,0.987737,0.792561,0.927973,0.854938,0.586667,0.578947,0.582781,0.555556,0.625,0.588235
2,p_stack,0.596237,0.880024,0.866452,0.402303,0.017857,0.025216,0.96375,0.956622,0.983058,0.96966,0.748148,0.175043,0.283708,0.512821,0.266667,0.350877,0.616137,0.453237,0.52228,0.588949,0.864206,0.700508,0.711459,0.786691,0.747186,0.979332,0.993816,0.986521,0.839771,0.855685,0.847653,0.786667,0.212996,0.335227,0.777778,0.127273,0.21875
2,p_final,0.665863,0.889233,0.886615,0.305678,0.014726,0.021107,0.981213,0.980811,0.972531,0.976653,0.318519,0.443299,0.37069,0.461538,0.346154,0.395604,0.643032,0.453058,0.531582,0.694969,0.728686,0.711428,0.694147,0.858308,0.767548,0.981452,0.993029,0.987207,0.81402,0.901743,0.855639,0.666667,0.454545,0.540541,0.666667,0.428571,0.521739
2,base_random_forest,0.599958,0.879555,0.868031,0.450182,0.018396,0.03281,0.963674,0.971351,0.970958,0.971154,0.111111,0.069444,0.08547,0.264957,0.064718,0.104027,0.5978,0.439748,0.506736,0.646002,0.81984,0.722613,0.690025,0.802493,0.742021,0.970588,0.997549,0.983884,0.825465,0.867669,0.846041,0.666667,0.45045,0.537634,0.555556,0.454545,0.5
2,cal_random_forest,0.599473,0.878374,0.880845,0.339019,0.015915,0.027688,0.968847,0.979189,0.964462,0.97177,0.044444,0.545455,0.082192,0.0,0.0,0.0,0.622249,0.451642,0.523393,0.735849,0.667754,0.70015,0.656224,0.866159,0.746717,0.980392,0.994089,0.987193,0.799714,0.908943,0.850837,0.6,0.555556,0.576923,0.555556,0.555556,0.555556
2,base_extra_trees,0.595393,0.881299,0.867545,0.821669,0.017245,0.032817,0.932475,0.986892,0.963838,0.975229,0.074074,0.026525,0.039062,0.299145,0.060241,0.100287,0.453545,0.436985,0.445111,0.651393,0.827626,0.72901,0.67601,0.880773,0.764925,0.981982,0.993566,0.98774,0.783977,0.907285,0.841136,0.506667,0.655172,0.571429,0.444444,0.571429,0.5
2,cal_extra_trees,0.585992,0.881817,0.884854,0.346202,0.01521,0.027047,0.957661,0.986081,0.966746,0.976318,0.051852,1.0,0.098592,0.0,0.0,0.0,0.622249,0.449647,0.522051,0.738994,0.666532,0.700895,0.673537,0.884199,0.764623,0.982512,0.992505,0.987483,0.781116,0.934932,0.85113,0.506667,0.622951,0.558824,0.333333,0.5,0.4
2,base_xgboost,0.618472,0.879703,0.883821,0.296312,0.014757,0.010312,0.980486,0.987703,0.960952,0.974144,0.059259,0.888889,0.111111,0.042735,0.714286,0.080645,0.562347,0.457256,0.504386,0.720575,0.709735,0.715114,0.70404,0.736207,0.719764,0.981717,0.992234,0.986947,0.802575,0.927273,0.860429,0.546667,0.585714,0.565517,0.666667,0.666667,0.666667
2,cal_xgboost,0.612986,0.882107,0.885522,0.290358,0.014616,0.004227,0.98178,0.986892,0.963584,0.975098,0.059259,0.888889,0.111111,0.042735,0.714286,0.080645,0.586797,0.458453,0.514745,0.752022,0.6731,0.710376,0.652927,0.882943,0.750711,0.982777,0.990123,0.986436,0.802575,0.925743,0.85977,0.573333,0.565789,0.569536,0.666667,0.5,0.571429
2,base_knn,0.518181,0.841183,0.845621,2.243044,0.020959,0.043548,0.854512,0.964595,0.929548,0.946747,0.088889,0.113208,0.099585,0.042735,0.151515,0.066667,0.425428,0.427518,0.426471,0.701258,0.640805,0.66967,0.521847,0.662827,0.583948,0.973238,0.992434,0.982742,0.752504,0.783905,0.767883,0.346667,0.4,0.371429,0.222222,0.333333,0.266667
